transcript_id_1	transcript_type	known_or_novel	gene_id	class_code
TCONS_00001613	protein_coding	known	LOC100247521	equal
TCONS_00001619	protein_coding	known	LOC100250808	equal
TCONS_00001625	protein_coding	known	LOC100267887	equal
TCONS_00005324	protein_coding	known	LOC100262985	equal
TCONS_00001641	protein_coding	known	LOC100249124	equal
TCONS_00001643	protein_coding	known	LOC100243961	equal
TCONS_00001642	protein_coding	known	LOC100243961	equal
TCONS_00001644	protein_coding	known	LOC100255994	equal
TCONS_00001646	protein_coding	known	LOC100266239	equal
TCONS_00001648	protein_coding	known	LOC100250797	equal
TCONS_00001647	protein_coding	known	LOC100250797	equal
TCONS_00001652	protein_coding	known	LOC100257758	equal
TCONS_00001655	protein_coding	known	LOC100257705	equal
TCONS_00001657	protein_coding	known	LOC100254373	equal
TCONS_00001662	protein_coding	known	LOC100249273	equal
TCONS_00003097	protein_coding	known	LOC100242324	equal
TCONS_00001666	protein_coding	known	LOC100264613	equal
TCONS_00001670	protein_coding	known	LOC100259334	equal
TCONS_00001671	protein_coding	known	LOC100250945	equal
TCONS_00006576	protein_coding	known	LOC100250945	equal
TCONS_00001672	protein_coding	known	LOC100245798	equal
TCONS_00001677	protein_coding	known	LOC100245710	equal
TCONS_00001678	protein_coding	known	LOC100268124	equal
TCONS_00001686	protein_coding	known	LOC100247306	equal
TCONS_00001688	protein_coding	known	LOC100242169	equal
TCONS_00001689	protein_coding	known	LOC100256148	equal
TCONS_00001698	protein_coding	known	LOC100257695	equal
TCONS_00001700	protein_coding	known	LOC100252560	equal
TCONS_00001702	protein_coding	known	LOC100232937	equal
TCONS_00001705	protein_coding	known	LOC100259429	equal
TCONS_00001711	protein_coding	known	LOC100256086	equal
TCONS_00001714	protein_coding	known	LOC100256139	equal
TCONS_00001718	protein_coding	known	LOC100262965	equal
TCONS_00001717	protein_coding	known	LOC100262965	equal
TCONS_00001720	protein_coding	known	LOC100257839	equal
TCONS_00001719	protein_coding	known	LOC100257839	equal
TCONS_00001722	protein_coding	known	LOC100247349	equal
TCONS_00001728	protein_coding	known	LOC100252692	equal
TCONS_00001730	protein_coding	known	LOC100247591	equal
TCONS_00001733	protein_coding	known	LOC100242160	equal
TCONS_00001735	protein_coding	known	LOC100264453	equal
TCONS_00001739	protein_coding	known	LOC100264495	equal
TCONS_00001740	protein_coding	known	LOC100254156	equal
TCONS_00001741	protein_coding	known	LOC100249103	equal
TCONS_00001742	protein_coding	known	LOC100243898	equal
TCONS_00001743	protein_coding	known	LOC100243944	equal
TCONS_00001744	protein_coding	known	LOC104879668	equal
TCONS_00001747	protein_coding	known	LOC100255972	equal
TCONS_00001760	protein_coding	known	LOC100252552	equal
TCONS_00001761	protein_coding	known	LOC100247446	equal
TCONS_00001764	protein_coding	known	LOC100242311	equal
TCONS_00001765	protein_coding	known	LOC100264600	equal
TCONS_00001767	protein_coding	known	LOC100252458	equal
TCONS_00007749	protein_coding	known	LOC100252458	equal
TCONS_00001774	protein_coding	known	LOC100254201	equal
TCONS_00001778	protein_coding	known	LOC100249092	equal
TCONS_00001779	protein_coding	known	LOC104879119	equal
TCONS_00001783	protein_coding	known	LOC100244034	equal
TCONS_00001785	protein_coding	known	LOC100257728	equal
TCONS_00001784	protein_coding	known	LOC100257728	equal
TCONS_00001786	protein_coding	known	LOC100261163	equal
TCONS_00001787	protein_coding	known	LOC100250931	equal
TCONS_00001790	protein_coding	known	LOC100259457	equal
TCONS_00001792	protein_coding	known	LOC100233138	equal
TCONS_00001791	protein_coding	known	LOC100233138	equal
TCONS_00003145	protein_coding	known	LOC100261207	equal
TCONS_00003931	protein_coding	known	LOC100242197	equal
TCONS_00003932	protein_coding	known	LOC100242197	equal
TCONS_00001803	protein_coding	known	LOC100264479	equal
TCONS_00001805	protein_coding	known	LOC100261008	equal
TCONS_00001808	protein_coding	known	LOC100267955	equal
TCONS_00001819	protein_coding	known	LOC100264594	equal
TCONS_00003163	protein_coding	known	LOC100268141	equal
TCONS_00001821	protein_coding	known	LOC100259418	equal
TCONS_00003938	protein_coding	known	LOC100252440	equal
TCONS_00001822	protein_coding	known	LOC100252440	equal
TCONS_00001824	protein_coding	known	LOC100254296	equal
TCONS_00001829	protein_coding	known	LOC100261038	equal
TCONS_00001834	protein_coding	known	LOC100244027	equal
TCONS_00001843	protein_coding	known	LOC104877321	equal
TCONS_00001847	protein_coding	known	LOC100256103	equal
TCONS_00001846	protein_coding	known	LOC100256103	equal
TCONS_00001848	protein_coding	known	LOC100250949	equal
TCONS_00001858	protein_coding	known	LOC100254142	equal
TCONS_00001860	protein_coding	known	LOC100246465	equal
TCONS_00001861	protein_coding	known	LOC100246568	equal
TCONS_00007239	protein_coding	known	LOC100246568	equal
TCONS_00001868	protein_coding	known	LOC100246556	equal
TCONS_00001872	protein_coding	known	LOC100246480	equal
TCONS_00001874	protein_coding	known	LOC100249925	equal
TCONS_00001878	protein_coding	known	LOC100255189	equal
TCONS_00001879	protein_coding	known	LOC100244799	equal
TCONS_00001885	protein_coding	known	LOC100267114	equal
TCONS_00001887	protein_coding	known	LOC100249934	equal
TCONS_00001896	protein_coding	known	LOC100244891	equal
TCONS_00001897	protein_coding	known	LOC100244715	equal
TCONS_00001904	protein_coding	known	LOC100852797	equal
TCONS_00001905	protein_coding	known	LOC109122684	equal
TCONS_00001913	protein_coding	known	LOC100852555	equal
TCONS_00001917	protein_coding	known	LOC100251707	equal
TCONS_00001928	protein_coding	known	LOC100241600	equal
TCONS_00001934	protein_coding	known	LOC100250206	equal
TCONS_00001937	protein_coding	known	LOC100267386	equal
TCONS_00001938	protein_coding	known	LOC100262218	equal
TCONS_00001941	protein_coding	known	LOC100251981	equal
TCONS_00001944	protein_coding	known	LOC100241508	equal
TCONS_00001945	protein_coding	known	LOC100263777	equal
TCONS_00001947	protein_coding	known	LOC100258629	equal
TCONS_00001949	protein_coding	known	LOC100243241	equal
TCONS_00001951	protein_coding	known	LOC100246822	equal
TCONS_00001955	protein_coding	known	LOC104879959	equal
TCONS_00001960	protein_coding	known	LOC100250082	equal
TCONS_00001963	protein_coding	known	LOC100244964	equal
TCONS_00001964	protein_coding	known	LOC100244964	equal
TCONS_00001962	protein_coding	known	LOC100250100	equal
TCONS_00001966	protein_coding	known	LOC100267269	equal
TCONS_00001972	protein_coding	known	LOC100262106	equal
TCONS_00001973	protein_coding	known	LOC100256999	equal
TCONS_00001985	protein_coding	known	LOC100260428	equal
TCONS_00001987	protein_coding	known	LOC100251867	equal
TCONS_00001999	protein_coding	known	LOC100258808	equal
TCONS_00002001	protein_coding	known	LOC100241606	equal
TCONS_00002002	protein_coding	known	LOC100263880	equal
TCONS_00002003	protein_coding	known	LOC100243213	equal
TCONS_00002006	protein_coding	known	LOC100255235	equal
TCONS_00002009	protein_coding	known	LOC100256981	equal
TCONS_00002010	protein_coding	known	LOC100854096	equal
TCONS_00002012	protein_coding	known	LOC100265665	equal
TCONS_00002014	protein_coding	known	LOC100255341	equal
TCONS_00002015	protein_coding	known	LOC100255369	equal
TCONS_00002016	protein_coding	known	LOC100245038	equal
TCONS_00002018	protein_coding	known	LOC100241694	equal
TCONS_00002021	protein_coding	known	LOC100246832	equal
TCONS_00002023	protein_coding	known	LOC100248339	equal
TCONS_00002024	protein_coding	known	LOC100265525	equal
TCONS_00002025	protein_coding	known	LOC100250071	equal
TCONS_00002032	protein_coding	known	LOC100853274	equal
TCONS_00002033	protein_coding	known	LOC100241577	equal
TCONS_00002038	protein_coding	known	LOC100260420	equal
TCONS_00002043	protein_coding	known	LOC100258620	equal
TCONS_00002045	protein_coding	known	LOC100248362	equal
TCONS_00002047	protein_coding	known	LOC100246806	equal
TCONS_00002053	protein_coding	known	LOC100245028	equal
TCONS_00002055	protein_coding	known	LOC100248182	equal
TCONS_00002057	protein_coding	known	LOC100253317	equal
TCONS_00002058	protein_coding	known	LOC100246639	equal
TCONS_00004764	protein_coding	known	LOC100263597	equal
TCONS_00002064	protein_coding	known	LOC100241332	equal
TCONS_00002066	protein_coding	known	VVSUC12	equal
TCONS_00007284	protein_coding	known	SUC12	equal
TCONS_00002069	protein_coding	known	SUC12	equal
TCONS_00002068	protein_coding	known	SUC12	equal
TCONS_00004021	protein_coding	known	SUC12	equal
TCONS_00002067	protein_coding	known	SUC12	equal
TCONS_00002072	protein_coding	known	LOC100244863	equal
TCONS_00002075	protein_coding	known	LOC100244863	equal
TCONS_00002077	protein_coding	known	LOC100267189	equal
TCONS_00002083	protein_coding	known	LOC100255163	equal
TCONS_00002087	protein_coding	known	LOC100255046	equal
TCONS_00002091	protein_coding	known	LOC100243155	equal
TCONS_00002090	protein_coding	known	LOC100243155	equal
TCONS_00002095	protein_coding	known	LOC100258541	equal
TCONS_00002097	protein_coding	known	LOC100241433	equal
TCONS_00002104	protein_coding	known	LOC100256824	equal
TCONS_00002105	protein_coding	known	LOC100246544	equal
TCONS_00002106	protein_coding	known	LOC100244785	equal
TCONS_00002108	protein_coding	known	LOC100255052	equal
TCONS_00002113	protein_coding	known	LOC100260158	equal
TCONS_00002114	protein_coding	known	LOC100263593	equal
TCONS_00002115	protein_coding	known	LOC100256916	equal
TCONS_00002118	protein_coding	known	LOC100243071	equal
TCONS_00002119	protein_coding	known	LOC104879728	equal
TCONS_00002128	protein_coding	known	LOC100264317	equal
TCONS_00002134	protein_coding	known	LOC100250632	equal
TCONS_00002140	protein_coding	known	LOC100252303	equal
TCONS_00002141	protein_coding	known	LOC100256507	equal
TCONS_00002148	protein_coding	known	LOC100258232	equal
TCONS_00002161	protein_coding	known	LOC100265119	equal
TCONS_00002163	protein_coding	known	LOC100246122	equal
TCONS_00004788	protein_coding	known	LOC100246122	equal
TCONS_00006093	protein_coding	known	LOC100247891	equal
TCONS_00002170	protein_coding	known	LOC100265035	equal
TCONS_00002174	protein_coding	known	LOC100265116	equal
TCONS_00002184	protein_coding	known	LOC100259768	equal
TCONS_00002188	protein_coding	known	LOC100266775	equal
TCONS_00002190	protein_coding	known	LOC100266718	equal
TCONS_00002192	protein_coding	known	LOC100256430	equal
TCONS_00002193	protein_coding	known	LOC100251278	equal
TCONS_00002194	protein_coding	known	LOC100246134	equal
TCONS_00002198	protein_coding	known	LOC104880195	equal
TCONS_00002197	protein_coding	known	LOC104880195	equal
TCONS_00002204	protein_coding	known	LOC100258158	equal
TCONS_00002203	protein_coding	known	LOC100258158	equal
TCONS_00002202	protein_coding	known	LOC100258158	equal
TCONS_00003312	protein_coding	known	LOC100242760	equal
TCONS_00002209	protein_coding	known	LOC100854034	equal
TCONS_00002212	protein_coding	known	LOC100266696	equal
TCONS_00002214	protein_coding	known	LOC100259859	equal
TCONS_00002221	protein_coding	known	LOC100247873	equal
TCONS_00002229	protein_coding	known	LOC100249600	equal
TCONS_00002231	protein_coding	known	LOC100261572	equal
TCONS_00002232	protein_coding	known	LOC100855399	equal
TCONS_00002235	protein_coding	known	LOC100263256	equal
TCONS_00002237	protein_coding	known	LOC100249597	equal
TCONS_00002236	protein_coding	known	LOC100249597	equal
TCONS_00002238	protein_coding	known	LOC100249597	equal
TCONS_00002240	protein_coding	known	LOC100266794	equal
TCONS_00002245	protein_coding	known	LOC100243095	equal
TCONS_00002254	protein_coding	known	LOC100249479	equal
TCONS_00002255	protein_coding	known	LOC100242603	equal
TCONS_00002257	protein_coding	known	LOC100247740	equal
TCONS_00002259	protein_coding	known	LOC100247740	equal
TCONS_00002264	protein_coding	known	LOC100251079	equal
TCONS_00002265	protein_coding	known	LOC100263129	equal
TCONS_00002266	protein_coding	known	LOC100247607	equal
TCONS_00002268	protein_coding	known	LOC100252714	equal
TCONS_00002271	protein_coding	known	LOC100257864	equal
TCONS_00002273	protein_coding	known	LOC100240962	equal
TCONS_00002278	protein_coding	known	LOC100245943	equal
TCONS_00002282	protein_coding	known	LOC100254469	equal
TCONS_00002281	protein_coding	known	LOC100254469	equal
TCONS_00002283	protein_coding	known	LOC100254488	equal
TCONS_00007336	protein_coding	known	LOC100246062	equal
TCONS_00002299	protein_coding	known	LOC100252740	equal
TCONS_00002303	protein_coding	known	LOC100244315	equal
TCONS_00002310	protein_coding	known	LOC100244202	equal
TCONS_00002311	protein_coding	known	LOC100263023	equal
TCONS_00002314	protein_coding	known	LOC100240759	equal
TCONS_00002317	protein_coding	known	LOC100251219	equal
TCONS_00002321	protein_coding	known	LOC100256374	equal
TCONS_00002330	protein_coding	known	LOC100242090	equal
TCONS_00002331	protein_coding	known	LOC100267636	equal
TCONS_00002338	protein_coding	known	LOC100257483	equal
TCONS_00002340	protein_coding	known	LOC100262608	equal
TCONS_00002352	protein_coding	known	LOC100255760	equal
TCONS_00002354	protein_coding	known	LOC100266036	equal
TCONS_00002356	protein_coding	known	LOC100852520	equal
TCONS_00002361	protein_coding	known	LOC100253955	equal
TCONS_00002363	protein_coding	known	LOC100248968	equal
TCONS_00007873	protein_coding	known	LOC100254075	equal
TCONS_00002364	protein_coding	known	LOC100254075	equal
TCONS_00002366	protein_coding	known	LOC100247222	equal
TCONS_00002367	protein_coding	known	LOC100241985	equal
TCONS_00002377	protein_coding	known	LOC100245446	equal
TCONS_00006772	protein_coding	known	LOC100257379	equal
TCONS_00002382	protein_coding	known	LOC100257379	equal
TCONS_00002387	protein_coding	known	LOC100243721	equal
TCONS_00002388	protein_coding	known	FLC	equal
TCONS_00002389	protein_coding	known	MADS4	equal
TCONS_00002394	protein_coding	known	LOC100248973	equal
TCONS_00002395	protein_coding	known	LOC100254080	equal
TCONS_00002397	protein_coding	known	LOC100266157	equal
TCONS_00002398	protein_coding	known	LOC100254092	equal
TCONS_00002399	protein_coding	known	LOC100266054	equal
TCONS_00002404	protein_coding	known	LOC104880782	equal
TCONS_00002406	protein_coding	known	LOC100250592	equal
TCONS_00002408	protein_coding	known	LOC100245467	equal
TCONS_00002409	protein_coding	known	LOC100253975	equal
TCONS_00002414	protein_coding	known	LOC100248997	equal
TCONS_00002415	protein_coding	known	LOC100254102	equal
TCONS_00002417	protein_coding	known	LOC100260747	equal
TCONS_00002418	protein_coding	known	LOC100265957	equal
TCONS_00002422	protein_coding	known	LOC100264285	equal
TCONS_00002423	protein_coding	known	LOC100259228	equal
TCONS_00002425	protein_coding	known	LOC100242118	equal
TCONS_00002427	protein_coding	known	LOC100247251	equal
TCONS_00002428	protein_coding	known	LOC100242123	equal
TCONS_00002429	protein_coding	known	LOC100250606	equal
TCONS_00002430	protein_coding	known	LOC100257506	equal
TCONS_00002431	protein_coding	known	LOC100252378	equal
TCONS_00002441	protein_coding	known	LOC104880871	equal
TCONS_00002445	protein_coding	known	LOC100259206	equal
TCONS_00002448	protein_coding	known	LOC100267783	equal
TCONS_00002450	protein_coding	known	LOC100262625	equal
TCONS_00002455	protein_coding	known	LOC100252364	equal
TCONS_00002459	protein_coding	known	LOC100242104	equal
TCONS_00002458	protein_coding	known	LOC100242104	equal
TCONS_00002462	protein_coding	known	LOC100264392	equal
TCONS_00002464	protein_coding	known	LOC100264392	equal
TCONS_00002466	protein_coding	known	LOC100247128	equal
TCONS_00002468	protein_coding	known	LOC100241990	equal
TCONS_00002469	protein_coding	known	LOC100254097	equal
TCONS_00002471	protein_coding	known	LOC100259097	equal
TCONS_00002472	protein_coding	known	LOC100248869	equal
TCONS_00002476	protein_coding	known	LOC100255765	equal
TCONS_00002475	protein_coding	known	LOC100255765	equal
TCONS_00002477	protein_coding	known	LOC100255765	equal
TCONS_00002483	protein_coding	known	LOC100264381	equal
TCONS_00002488	protein_coding	known	LOC100252252	equal
TCONS_00002489	protein_coding	known	LOC100247134	equal
TCONS_00002491	protein_coding	known	LOC100264276	equal
TCONS_00002492	protein_coding	known	LOC100255874	equal
TCONS_00002496	protein_coding	known	LOC100246511	equal
TCONS_00007900	protein_coding	known	LOC100259474	equal
TCONS_00007903	protein_coding	known	LOC100244786	equal
TCONS_00007907	protein_coding	known	LOC100248355	equal
TCONS_00007913	protein_coding	known	LOC100253472	equal
TCONS_00007915	protein_coding	known	LOC100250174	equal
TCONS_00007917	protein_coding	known	LOC100246828	equal
TCONS_00007918	protein_coding	known	LOC100257094	equal
TCONS_00007929	protein_coding	known	LOC100262204	equal
TCONS_00007933	protein_coding	known	LOC100255362	equal
TCONS_00007936	protein_coding	known	LOC100265661	equal
